synergistic,drug1_db,drug2_db,proteinsInCommon
0,DB08865,DB08881,0
0,DB08865,DB08881,0
0,DB08865,DB08881,0
0,DB08865,DB08881,0
1,DB08865,DB08881,0
0,DB08865,DB08881,0
0,DB08865,DB08881,0
1,DB08865,DB08881,0
0,DB08865,DB08881,0
1,DB08865,DB08881,0
0,DB08865,DB08881,0
1,DB08865,DB08881,0
1,DB08865,DB08881,0
1,DB08865,DB08881,0
0,DB08865,DB08881,0
0,DB08865,DB08881,0
1,DB08865,DB08881,0
1,DB08865,DB08881,0
1,DB08865,DB08881,0
0,DB08865,DB08881,0
1,DB08865,DB08881,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
1,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
1,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB00694,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
1,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01206,DB00928,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
0,DB01204,DB00987,0
1,DB01204,DB00987,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
1,DB00351,DB00928,0
1,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB00351,DB00928,0
0,DB00351,DB00928,0
1,DB00351,DB00928,0
1,DB00351,DB00928,0
0,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
0,DB06772,DB01006,0
0,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
0,DB06772,DB01006,0
0,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
0,DB06772,DB01006,0
0,DB06772,DB01006,0
0,DB06772,DB01006,0
0,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
0,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB06772,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB05294,DB01006,0
1,DB05294,DB01006,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
1,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
1,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
1,DB00380,DB00928,0
0,DB00380,DB00928,0
1,DB00380,DB00928,0
0,DB00380,DB00928,0
1,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
1,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB00380,DB00928,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
0,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
1,DB08828,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
1,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08865,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
0,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
0,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
1,DB08881,DB01006,0
1,DB08881,DB01006,0
0,DB08881,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
1,DB05812,DB01006,0
1,DB05812,DB01006,0
1,DB05812,DB01006,0
1,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
1,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB05812,DB01006,0
0,DB00480,DB01006,0
1,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
1,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
1,DB00480,DB01006,0
0,DB00480,DB01006,0
1,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
1,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00480,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB00317,DB01006,0
1,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
0,DB00317,DB01006,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
0,DB08881,DB06772,0
0,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
0,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
0,DB08881,DB06772,0
0,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB08881,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
0,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
0,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB05812,DB06772,0
1,DB00481,DB06772,0
1,DB00481,DB06772,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
0,DB01204,DB00928,0
1,DB01204,DB00928,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
0,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
0,DB05294,DB06772,0
0,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
0,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
0,DB05294,DB06772,0
1,DB05294,DB06772,0
0,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
0,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB05294,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
0,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08865,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
0,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
1,DB08828,DB06772,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
1,DB00380,DB01005,0
1,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
1,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
1,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
1,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
1,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00380,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB00351,DB01005,0
1,DB00351,DB01005,0
1,DB00351,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
0,DB01206,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
1,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
1,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00694,DB01005,0
1,DB00694,DB01005,0
0,DB00694,DB01005,0
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
1,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
1,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
1,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
0,DB00317,DB04868,20
