synergy,drug1_db,drug2_db,proteinsInCommon
-7.53,DB01204,DB01206,0
-15.47,DB01204,DB01206,0
-11.96,DB01204,DB01206,0
-3.55,DB01204,DB01206,0
-16.49,DB01204,DB01206,0
-5.08,DB01204,DB01206,0
-11.32,DB01204,DB01206,0
-7.2,DB01204,DB01206,0
-14.07,DB01204,DB01206,0
-15.32,DB01204,DB01206,0
-11.42,DB01204,DB01206,0
-10.12,DB01204,DB01206,0
-11.31,DB01204,DB01206,0
-7.34,DB01204,DB01206,0
-11.51,DB01204,DB01206,0
-10.51,DB01204,DB01206,0
-6.04,DB01204,DB01206,0
-11.65,DB01204,DB01206,0
-15.27,DB01204,DB01206,0
-16.71,DB01204,DB01206,0
0.26,DB01204,DB01206,0
-13.29,DB01204,DB01206,0
-6.95,DB01204,DB01206,0
-13.61,DB01204,DB01206,0
-8.8,DB01204,DB01206,0
-13.61,DB01204,DB01206,0
-12.53,DB01204,DB01206,0
-12.8,DB01204,DB01206,0
2.13,DB08828,DB01268,0
-2.85,DB08828,DB01268,0
1.16,DB08828,DB01268,0
-1.77,DB08828,DB01268,0
0.96,DB08828,DB01268,0
-0.25,DB08828,DB01268,0
-0.68,DB08828,DB01268,0
-1.17,DB08828,DB01268,0
-1.57,DB08828,DB01268,0
1.48,DB08828,DB01268,0
6.21,DB08828,DB01268,0
1.71,DB08828,DB01268,0
5.6,DB08828,DB01268,0
0.28,DB08828,DB01268,0
7.74,DB08828,DB01268,0
1.25,DB08828,DB01268,0
7.29,DB08828,DB01268,0
5.54,DB08828,DB01268,0
0.72,DB08828,DB01268,0
-1.06,DB08828,DB01268,0
-0.92,DB08828,DB01268,0
-0.67,DB08828,DB01268,0
-0.31,DB08828,DB01268,0
-0.15,DB08828,DB01268,0
-0.77,DB08828,DB01268,0
-2.72,DB08828,DB01268,0
-0.8,DB08828,DB01268,0
3.65,DB08828,DB01268,0
-1.02,DB08828,DB01268,0
-2.74,DB08828,DB01268,0
0.88,DB08828,DB01268,0
-1.59,DB08828,DB01268,0
1.93,DB08828,DB01268,0
-4.81,DB08828,DB01268,0
-0.64,DB08828,DB01268,0
-0.54,DB08828,DB01268,0
6.21,DB08828,DB01268,0
-1.18,DB08828,DB01268,0
2.28,DB08828,DB01268,0
0.92,DB08828,DB01268,0
-0.15,DB08828,DB01268,0
-0.91,DB08828,DB01268,0
1.79,DB08865,DB01268,54
-3.25,DB08865,DB01268,54
6.86,DB08865,DB01268,54
-1.21,DB08865,DB01268,54
2.96,DB08865,DB01268,54
5.39,DB08865,DB01268,54
5.06,DB08865,DB01268,54
-0.24,DB08865,DB01268,54
0.46,DB08865,DB01268,54
0.78,DB08865,DB01268,54
-2.24,DB08865,DB01268,54
-0.92,DB08865,DB01268,54
3.81,DB08865,DB01268,54
0.89,DB08865,DB01268,54
3.4,DB08865,DB01268,54
0.41,DB08865,DB01268,54
4.14,DB08865,DB01268,54
-0.88,DB08865,DB01268,54
-2.06,DB08865,DB01268,54
-1.2,DB08865,DB01268,54
2.12,DB08865,DB01268,54
9.06,DB08865,DB01268,54
-1.09,DB08865,DB01268,54
-2.43,DB08865,DB01268,54
5.77,DB08865,DB01268,54
1.22,DB08865,DB01268,54
-1.89,DB08865,DB01268,54
2.49,DB08865,DB01268,54
1.13,DB08865,DB01268,54
0.6,DB08865,DB01268,54
-1.18,DB08865,DB01268,54
-0.41,DB08865,DB01268,54
0.88,DB08865,DB01268,54
-0.64,DB08865,DB01268,54
1.63,DB08865,DB01268,54
-0.97,DB08865,DB01268,54
-4.75,DB08865,DB01268,54
-1.15,DB08865,DB01268,54
-1.61,DB08865,DB01268,54
-0.23,DB08865,DB01268,54
11.42,DB08865,DB01268,54
-5.52,DB08865,DB01268,54
1.9,DB05294,DB01268,46
3.99,DB05294,DB01268,46
-3.83,DB05294,DB01268,46
-1.74,DB05294,DB01268,46
-2.38,DB05294,DB01268,46
-4.28,DB05294,DB01268,46
0.24,DB05294,DB01268,46
0.1,DB05294,DB01268,46
1.57,DB05294,DB01268,46
-0.56,DB05294,DB01268,46
-1.45,DB05294,DB01268,46
-0.59,DB05294,DB01268,46
5.42,DB05294,DB01268,46
-0.72,DB05294,DB01268,46
1.19,DB05294,DB01268,46
-2.64,DB05294,DB01268,46
-3.03,DB05294,DB01268,46
-4.13,DB05294,DB01268,46
6.62,DB05294,DB01268,46
-3.67,DB05294,DB01268,46
-0.93,DB05294,DB01268,46
-0.77,DB05294,DB01268,46
4.93,DB05294,DB01268,46
-0.26,DB05294,DB01268,46
0.03,DB05294,DB01268,46
6.71,DB05294,DB01268,46
-3.08,DB05294,DB01268,46
5.54,DB05294,DB01268,46
-7.26,DB05294,DB01268,46
5.23,DB05294,DB01268,46
-0.47,DB05294,DB01268,46
4.6,DB05294,DB01268,46
-5.13,DB05294,DB01268,46
-0.25,DB05294,DB01268,46
-0.14,DB05294,DB01268,46
-2.25,DB05294,DB01268,46
-0.67,DB05294,DB01268,46
-0.13,DB05294,DB01268,46
-0.09,DB05294,DB01268,46
4.71,DB05294,DB01268,46
-5.35,DB05294,DB01268,46
-2.91,DB05294,DB01268,46
2.18,DB06772,DB01268,0
0.92,DB06772,DB01268,0
2.26,DB06772,DB01268,0
0.91,DB06772,DB01268,0
2.46,DB06772,DB01268,0
2.28,DB06772,DB01268,0
1.7,DB06772,DB01268,0
1.4,DB06772,DB01268,0
-4.91,DB06772,DB01268,0
18.16,DB06772,DB01268,0
1.65,DB06772,DB01268,0
0.86,DB06772,DB01268,0
1.06,DB06772,DB01268,0
-5.01,DB06772,DB01268,0
3.8,DB06772,DB01268,0
0.92,DB06772,DB01268,0
4.15,DB06772,DB01268,0
0.14,DB06772,DB01268,0
5.53,DB06772,DB01268,0
1.81,DB06772,DB01268,0
1.07,DB06772,DB01268,0
1.47,DB06772,DB01268,0
2.8,DB06772,DB01268,0
0.66,DB06772,DB01268,0
2.3,DB06772,DB01268,0
-1.8,DB06772,DB01268,0
3.16,DB06772,DB01268,0
3.75,DB06772,DB01268,0
0.34,DB06772,DB01268,0
0.83,DB06772,DB01268,0
13.22,DB06772,DB01268,0
1.85,DB06772,DB01268,0
-0.16,DB06772,DB01268,0
2.03,DB06772,DB01268,0
-3.88,DB06772,DB01268,0
3.71,DB06772,DB01268,0
4.24,DB06772,DB01268,0
8.2,DB06772,DB01268,0
-1.43,DB06772,DB01268,0
12.14,DB06772,DB01268,0
-1.15,DB06772,DB01268,0
-2.64,DB06772,DB01268,0
-1.35,DB00317,DB00444,0
-3.18,DB00317,DB00444,0
1.44,DB00317,DB00444,0
4.05,DB00317,DB00444,0
-2.97,DB00317,DB00444,0
-1.61,DB00317,DB00444,0
4.67,DB00317,DB00444,0
0.1,DB00317,DB00444,0
-10.06,DB00317,DB00444,0
4.47,DB00317,DB00444,0
10.48,DB00317,DB00444,0
-1.19,DB00317,DB00444,0
-12.73,DB00317,DB00444,0
9.75,DB00317,DB00444,0
10.1,DB00317,DB00444,0
-2.46,DB00317,DB00444,0
0.2,DB00317,DB00444,0
10.87,DB00317,DB00444,0
-1.6,DB00317,DB00444,0
5.12,DB00317,DB00444,0
-6.47,DB00317,DB00444,0
-1.24,DB00317,DB00444,0
-2.4,DB00317,DB00444,0
3.25,DB00317,DB00444,0
0.24,DB00317,DB00444,0
-5.74,DB00317,DB00444,0
5.16,DB00317,DB00444,0
-7.85,DB00317,DB00444,0
-6.69,DB00317,DB00444,0
-0.04,DB00317,DB00444,0
-6.6,DB00317,DB00444,0
5.0,DB00317,DB00444,0
-7.11,DB00317,DB00444,0
-0.35,DB00317,DB00444,0
-8.58,DB00317,DB00444,0
2.7,DB00317,DB00444,0
-7.69,DB00317,DB00444,0
-3.94,DB00317,DB00444,0
-2.99,DB00317,DB00444,0
0.61,DB00317,DB00444,0
-7.51,DB00317,DB00444,0
6.72,DB00317,DB00444,0
4.44,DB08881,DB00947,0
2.17,DB08881,DB00947,0
-1.12,DB08881,DB00947,0
0.73,DB08881,DB00947,0
-1.56,DB08881,DB00947,0
2.38,DB08881,DB00947,0
-0.47,DB08881,DB00947,0
8.21,DB08881,DB00947,0
-0.28,DB08881,DB00947,0
18.02,DB08881,DB00947,0
0.84,DB08881,DB00947,0
4.44,DB08881,DB00947,0
4.06,DB08881,DB00947,0
2.85,DB08881,DB00947,0
-0.05,DB08881,DB00947,0
0.63,DB08881,DB00947,0
10.22,DB08881,DB00947,0
1.38,DB08881,DB00947,0
5.57,DB08881,DB00947,0
0.67,DB08881,DB00947,0
-0.25,DB08881,DB00947,0
0.36,DB08881,DB00947,0
2.2,DB08881,DB00947,0
1.03,DB08881,DB00947,0
2.66,DB08881,DB00947,0
-1.82,DB08881,DB00947,0
0.05,DB08881,DB00947,0
0.68,DB08881,DB00947,0
6.61,DB08881,DB00947,0
-1.59,DB08881,DB00947,0
3.19,DB08881,DB00947,0
-1.45,DB08881,DB00947,0
1.39,DB08881,DB00947,0
2.74,DB08881,DB00947,0
-1.77,DB08881,DB00947,0
4.46,DB08881,DB00947,0
0.71,DB08881,DB00947,0
-0.1,DB08881,DB00947,0
2.35,DB08881,DB00947,0
5.0,DB08881,DB00947,0
-3.86,DB00480,DB00947,0
-1.15,DB00480,DB00947,0
-2.52,DB00480,DB00947,0
-0.38,DB00480,DB00947,0
-0.97,DB00480,DB00947,0
-2.18,DB00480,DB00947,0
-1.6,DB00480,DB00947,0
0.77,DB00480,DB00947,0
-3.67,DB00480,DB00947,0
-3.12,DB00480,DB00947,0
-3.9,DB00480,DB00947,0
-2.39,DB00480,DB00947,0
-2.48,DB00480,DB00947,0
-2.77,DB00480,DB00947,0
-1.82,DB00480,DB00947,0
-6.7,DB00480,DB00947,0
-2.71,DB00480,DB00947,0
2.78,DB00480,DB00947,0
3.11,DB00480,DB00947,0
-2.59,DB00480,DB00947,0
-0.9,DB00480,DB00947,0
-3.25,DB00480,DB00947,0
-5.11,DB00480,DB00947,0
-2.92,DB00480,DB00947,0
-3.02,DB00480,DB00947,0
0.33,DB00480,DB00947,0
-2.16,DB00480,DB00947,0
-0.69,DB00480,DB00947,0
-1.48,DB00480,DB00947,0
-0.95,DB00480,DB00947,0
-3.31,DB00480,DB00947,0
-2.07,DB00480,DB00947,0
-0.52,DB00480,DB00947,0
-2.01,DB00480,DB00947,0
-4.4,DB00480,DB00947,0
-1.86,DB00480,DB00947,0
-1.32,DB00480,DB00947,0
-2.87,DB00480,DB00947,0
-1.99,DB00480,DB00947,0
0.7,DB00480,DB00947,0
-1.84,DB00480,DB00947,0
-2.82,DB00480,DB00947,0
-0.65,DB05812,DB00947,0
-1.44,DB05812,DB00947,0
-5.77,DB05812,DB00947,0
4.93,DB05812,DB00947,0
0.23,DB05812,DB00947,0
3.45,DB05812,DB00947,0
-0.55,DB05812,DB00947,0
-2.01,DB05812,DB00947,0
0.15,DB05812,DB00947,0
-1.25,DB05812,DB00947,0
1.31,DB05812,DB00947,0
0.03,DB05812,DB00947,0
3.44,DB05812,DB00947,0
1.41,DB05812,DB00947,0
0.22,DB05812,DB00947,0
0.41,DB05812,DB00947,0
1.78,DB05812,DB00947,0
-2.66,DB05812,DB00947,0
0.98,DB05812,DB00947,0
-2.81,DB05812,DB00947,0
-2.79,DB05812,DB00947,0
4.46,DB05812,DB00947,0
-3.24,DB05812,DB00947,0
6.1,DB05812,DB00947,0
-3.25,DB05812,DB00947,0
-0.01,DB05812,DB00947,0
-1.52,DB05812,DB00947,0
-2.05,DB05812,DB00947,0
-2.18,DB05812,DB00947,0
1.26,DB05812,DB00947,0
0.05,DB05812,DB00947,0
-1.22,DB05812,DB00947,0
-2.91,DB05812,DB00947,0
-1.04,DB05812,DB00947,0
-1.44,DB05812,DB00947,0
-1.87,DB05812,DB00947,0
-1.4,DB05812,DB00947,0
1.52,DB05812,DB00947,0
-11.87,DB05812,DB00947,0
0.11,DB05812,DB00947,0
-2.02,DB00481,DB01268,0
0.47,DB00481,DB01268,0
-4.56,DB00480,DB01268,0
1.56,DB00480,DB01268,0
-2.71,DB00480,DB01268,0
4.03,DB00480,DB01268,0
2.46,DB00480,DB01268,0
2.34,DB00480,DB01268,0
3.39,DB00480,DB01268,0
-4.02,DB00480,DB01268,0
0.71,DB00480,DB01268,0
-1.77,DB00480,DB01268,0
-1.99,DB00480,DB01268,0
-2.75,DB00480,DB01268,0
-0.04,DB00480,DB01268,0
-1.49,DB00480,DB01268,0
-0.23,DB00480,DB01268,0
-1.12,DB00480,DB01268,0
0.61,DB00480,DB01268,0
2.77,DB00480,DB01268,0
-1.53,DB00480,DB01268,0
0.44,DB00480,DB01268,0
-3.7,DB00480,DB01268,0
-0.94,DB00480,DB01268,0
-0.76,DB00480,DB01268,0
-7.85,DB00480,DB01268,0
-2.93,DB00480,DB01268,0
0.19,DB00480,DB01268,0
2.51,DB00480,DB01268,0
-1.26,DB00480,DB01268,0
-0.07,DB00480,DB01268,0
-0.11,DB00480,DB01268,0
-0.34,DB00480,DB01268,0
-0.75,DB00480,DB01268,0
1.83,DB00480,DB01268,0
-1.9,DB00480,DB01268,0
-2.48,DB00480,DB01268,0
-0.39,DB00480,DB01268,0
-1.59,DB00480,DB01268,0
-2.12,DB00480,DB01268,0
-3.22,DB00480,DB01268,0
-1.43,DB00480,DB01268,0
-4.38,DB00480,DB01268,0
-1.75,DB00480,DB01268,0
0.84,DB05812,DB01268,0
6.18,DB05812,DB01268,0
-0.06,DB05812,DB01268,0
1.31,DB05812,DB01268,0
1.36,DB05812,DB01268,0
0.82,DB05812,DB01268,0
-1.49,DB05812,DB01268,0
-2.09,DB05812,DB01268,0
-0.83,DB05812,DB01268,0
0.56,DB05812,DB01268,0
-1.98,DB05812,DB01268,0
-1.51,DB05812,DB01268,0
-4.61,DB05812,DB01268,0
-1.73,DB05812,DB01268,0
-1.18,DB05812,DB01268,0
-1.84,DB05812,DB01268,0
-1.61,DB05812,DB01268,0
-2.01,DB05812,DB01268,0
3.79,DB05812,DB01268,0
4.25,DB05812,DB01268,0
1.41,DB05812,DB01268,0
-1.6,DB05812,DB01268,0
1.57,DB05812,DB01268,0
-0.89,DB05812,DB01268,0
-1.11,DB05812,DB01268,0
1.66,DB05812,DB01268,0
1.59,DB05812,DB01268,0
2.51,DB05812,DB01268,0
3.41,DB05812,DB01268,0
-4.85,DB05812,DB01268,0
5.11,DB05812,DB01268,0
-1.29,DB05812,DB01268,0
0.91,DB05812,DB01268,0
-0.27,DB05812,DB01268,0
7.48,DB05812,DB01268,0
-1.23,DB05812,DB01268,0
2.38,DB05812,DB01268,0
0.17,DB05812,DB01268,0
-3.11,DB05812,DB01268,0
-0.8,DB05812,DB01268,0
-0.95,DB05812,DB01268,0
-0.24,DB05812,DB01268,0
0.58,DB08881,DB01268,0
-1.16,DB08881,DB01268,0
1.1,DB08881,DB01268,0
0.62,DB08881,DB01268,0
11.66,DB08881,DB01268,0
8.1,DB08881,DB01268,0
2.64,DB08881,DB01268,0
1.1,DB08881,DB01268,0
-0.47,DB08881,DB01268,0
1.08,DB08881,DB01268,0
-2.07,DB08881,DB01268,0
2.5,DB08881,DB01268,0
6.01,DB08881,DB01268,0
0.57,DB08881,DB01268,0
1.35,DB08881,DB01268,0
4.12,DB08881,DB01268,0
2.59,DB08881,DB01268,0
1.5,DB08881,DB01268,0
3.93,DB08881,DB01268,0
-0.16,DB08881,DB01268,0
3.91,DB08881,DB01268,0
11.2,DB08881,DB01268,0
2.48,DB08881,DB01268,0
-4.11,DB08881,DB01268,0
2.49,DB08881,DB01268,0
1.52,DB08881,DB01268,0
-0.33,DB08881,DB01268,0
0.82,DB08881,DB01268,0
1.02,DB08881,DB01268,0
3.2,DB08881,DB01268,0
10.3,DB08881,DB01268,0
0.84,DB08881,DB01268,0
7.21,DB08881,DB01268,0
-0.98,DB08881,DB01268,0
2.05,DB08881,DB01268,0
6.45,DB08881,DB01268,0
3.39,DB08881,DB01268,0
9.07,DB08881,DB01268,0
4.48,DB08881,DB01268,0
1.46,DB08881,DB01268,0
5.65,DB08881,DB01268,0
0.67,DB08881,DB01268,0
-8.67,DB00544,DB06813,0
-16.11,DB00544,DB06813,0
5.21,DB00544,DB06813,0
4.46,DB00544,DB06813,0
-2.52,DB00544,DB06813,0
-1.08,DB00544,DB06813,0
-0.28,DB00544,DB06813,0
-24.88,DB00544,DB06813,0
-4.57,DB00544,DB06813,0
5.16,DB00544,DB06813,0
-3.86,DB00544,DB06813,0
-8.86,DB00544,DB06813,0
-12.58,DB00544,DB06813,0
0.61,DB00544,DB06813,0
-9.54,DB00544,DB06813,0
5.92,DB00544,DB06813,0
4.09,DB00544,DB06813,0
-3.21,DB00544,DB06813,0
5.52,DB00544,DB06813,0
7.11,DB00544,DB06813,0
-0.91,DB00544,DB06813,0
-4.12,DB00544,DB06813,0
-11.14,DB00544,DB06813,0
2.03,DB00544,DB06813,0
-6.52,DB00544,DB06813,0
4.68,DB00544,DB06813,0
0.58,DB00544,DB06813,0
0.13,DB00544,DB06813,0
-2.65,DB00544,DB06813,0
-12.46,DB00544,DB06813,0
-4.17,DB00544,DB06813,0
-5.13,DB00544,DB06813,0
-7.25,DB00544,DB06813,0
-3.48,DB00544,DB06813,0
-9.65,DB00544,DB06813,0
-12.89,DB00544,DB06813,0
-2.04,DB00544,DB06813,0
-13.53,DB00544,DB06813,0
6.62,DB00544,DB06813,0
-9.16,DB00544,DB06813,0
-8.65,DB00544,DB06813,0
-4.26,DB00544,DB06813,0
-3.41,DB05294,DB00947,0
-0.15,DB05294,DB00947,0
1.32,DB05294,DB00947,0
-2.2,DB05294,DB00947,0
7.7,DB05294,DB00947,0
-4.05,DB05294,DB00947,0
-3.9,DB05294,DB00947,0
5.61,DB05294,DB00947,0
-1.91,DB05294,DB00947,0
3.57,DB05294,DB00947,0
-1.64,DB05294,DB00947,0
1.29,DB05294,DB00947,0
1.08,DB05294,DB00947,0
-1.25,DB05294,DB00947,0
-2.85,DB05294,DB00947,0
2.48,DB05294,DB00947,0
0.23,DB05294,DB00947,0
0.63,DB05294,DB00947,0
1.99,DB05294,DB00947,0
-3.56,DB05294,DB00947,0
0.31,DB05294,DB00947,0
-1.31,DB05294,DB00947,0
3.72,DB05294,DB00947,0
-1.51,DB05294,DB00947,0
-0.5,DB05294,DB00947,0
-5.06,DB05294,DB00947,0
0.64,DB05294,DB00947,0
-1.07,DB05294,DB00947,0
1.88,DB05294,DB00947,0
-1.49,DB05294,DB00947,0
-4.01,DB05294,DB00947,0
-3.07,DB05294,DB00947,0
1.3,DB05294,DB00947,0
-4.01,DB05294,DB00947,0
-3.46,DB05294,DB00947,0
3.17,DB05294,DB00947,0
-3.21,DB05294,DB00947,0
1.63,DB05294,DB00947,0
-7.6,DB05294,DB00947,0
-3.77,DB05294,DB00947,0
0.87,DB05294,DB00947,0
3.3,DB05294,DB00947,0
3.4,DB06772,DB00947,0
6.15,DB06772,DB00947,0
8.45,DB06772,DB00947,0
8.93,DB06772,DB00947,0
6.21,DB06772,DB00947,0
7.09,DB06772,DB00947,0
-2.89,DB06772,DB00947,0
3.52,DB06772,DB00947,0
4.09,DB06772,DB00947,0
16.49,DB06772,DB00947,0
15.64,DB06772,DB00947,0
8.6,DB06772,DB00947,0
3.4,DB06772,DB00947,0
1.35,DB06772,DB00947,0
2.19,DB06772,DB00947,0
1.02,DB06772,DB00947,0
9.95,DB06772,DB00947,0
9.63,DB06772,DB00947,0
9.83,DB06772,DB00947,0
4.39,DB06772,DB00947,0
17.25,DB06772,DB00947,0
22.6,DB06772,DB00947,0
20.89,DB06772,DB00947,0
15.3,DB06772,DB00947,0
12.54,DB06772,DB00947,0
24.28,DB06772,DB00947,0
15.23,DB06772,DB00947,0
9.17,DB06772,DB00947,0
6.16,DB06772,DB00947,0
4.74,DB06772,DB00947,0
9.18,DB06772,DB00947,0
14.08,DB06772,DB00947,0
21.87,DB06772,DB00947,0
2.48,DB06772,DB00947,0
16.86,DB06772,DB00947,0
19.84,DB06772,DB00947,0
17.06,DB06772,DB00947,0
2.06,DB06772,DB00947,0
12.76,DB06772,DB00947,0
26.07,DB06772,DB00947,0
4.48,DB06772,DB00947,0
5.32,DB08865,DB00947,0
-0.88,DB08865,DB00947,0
1.86,DB08865,DB00947,0
5.75,DB08865,DB00947,0
-1.47,DB08865,DB00947,0
0.11,DB08865,DB00947,0
-5.81,DB08865,DB00947,0
-2.0,DB08865,DB00947,0
-0.52,DB08865,DB00947,0
7.14,DB08865,DB00947,0
1.68,DB08865,DB00947,0
-2.91,DB08865,DB00947,0
-1.88,DB08865,DB00947,0
-1.05,DB08865,DB00947,0
-3.15,DB08865,DB00947,0
5.54,DB08865,DB00947,0
1.02,DB08865,DB00947,0
-3.29,DB08865,DB00947,0
3.45,DB08865,DB00947,0
1.9,DB08865,DB00947,0
0.93,DB08865,DB00947,0
0.3,DB08865,DB00947,0
-0.4,DB08865,DB00947,0
3.17,DB08865,DB00947,0
-0.31,DB08865,DB00947,0
-2.25,DB08865,DB00947,0
-0.98,DB08865,DB00947,0
3.12,DB08865,DB00947,0
3.76,DB08865,DB00947,0
2.55,DB08865,DB00947,0
-2.07,DB08865,DB00947,0
-6.0,DB08865,DB00947,0
11.64,DB08865,DB00947,0
-1.87,DB08865,DB00947,0
0.37,DB08865,DB00947,0
0.26,DB08865,DB00947,0
-1.46,DB08865,DB00947,0
-4.06,DB08865,DB00947,0
-3.3,DB08865,DB00947,0
2.55,DB08865,DB00947,0
1.21,DB08865,DB00947,0
-1.71,DB08828,DB00947,0
-0.05,DB08828,DB00947,0
-2.78,DB08828,DB00947,0
-2.37,DB08828,DB00947,0
1.18,DB08828,DB00947,0
0.93,DB08828,DB00947,0
3.04,DB08828,DB00947,0
-1.66,DB08828,DB00947,0
-1.4,DB08828,DB00947,0
-0.72,DB08828,DB00947,0
-0.47,DB08828,DB00947,0
2.05,DB08828,DB00947,0
3.6,DB08828,DB00947,0
3.63,DB08828,DB00947,0
-1.5,DB08828,DB00947,0
2.77,DB08828,DB00947,0
-0.32,DB08828,DB00947,0
1.14,DB08828,DB00947,0
0.01,DB08828,DB00947,0
0.05,DB08828,DB00947,0
1.55,DB08828,DB00947,0
-1.93,DB08828,DB00947,0
5.1,DB08828,DB00947,0
0.79,DB08828,DB00947,0
-2.0,DB08828,DB00947,0
-2.51,DB08828,DB00947,0
-0.86,DB08828,DB00947,0
-3.33,DB08828,DB00947,0
5.78,DB08828,DB00947,0
-2.15,DB08828,DB00947,0
-1.28,DB08828,DB00947,0
3.18,DB08828,DB00947,0
-1.11,DB08828,DB00947,0
3.19,DB08828,DB00947,0
-0.91,DB08828,DB00947,0
0.05,DB08828,DB00947,0
7.16,DB08828,DB00947,0
-1.15,DB08828,DB00947,0
-9.01,DB08828,DB00947,0
-1.81,DB08828,DB00947,0
-0.68,DB08828,DB00947,0
-1.82,DB00444,DB06813,0
-7.16,DB00444,DB06813,0
-10.68,DB00444,DB06813,0
-6.83,DB00444,DB06813,0
-5.15,DB00444,DB06813,0
-4.97,DB00444,DB06813,0
-3.41,DB00444,DB06813,0
0.49,DB00444,DB06813,0
-0.85,DB00444,DB06813,0
0.27,DB00444,DB06813,0
-6.22,DB00444,DB06813,0
-9.58,DB00444,DB06813,0
-8.75,DB00444,DB06813,0
-0.97,DB00444,DB06813,0
-10.04,DB00444,DB06813,0
-13.88,DB00444,DB06813,0
1.17,DB00444,DB06813,0
1.15,DB00444,DB06813,0
-4.31,DB00444,DB06813,0
-7.22,DB00444,DB06813,0
-9.67,DB00444,DB06813,0
-5.92,DB00444,DB06813,0
-12.76,DB00444,DB06813,0
1.5,DB00444,DB06813,0
3.79,DB00444,DB06813,0
0.44,DB00444,DB06813,0
-1.12,DB00444,DB06813,0
0.54,DB00444,DB06813,0
-2.03,DB00444,DB06813,0
-6.43,DB00444,DB06813,0
-0.55,DB00444,DB06813,0
-3.74,DB00444,DB06813,0
-2.26,DB00444,DB06813,0
1.91,DB00444,DB06813,0
-8.43,DB00444,DB06813,0
-10.12,DB00444,DB06813,0
-1.56,DB00444,DB06813,0
-6.56,DB00444,DB06813,0
-8.06,DB00444,DB06813,0
-8.43,DB00444,DB06813,0
2.86,DB00444,DB06813,0
-7.15,DB01206,DB06813,0
-7.02,DB01206,DB06813,0
-11.45,DB01206,DB06813,0
-7.34,DB01206,DB06813,0
-9.98,DB01206,DB06813,0
-4.36,DB01206,DB06813,0
-16.27,DB01206,DB06813,0
-5.76,DB01206,DB06813,0
-6.12,DB01206,DB06813,0
-8.33,DB01206,DB06813,0
-2.76,DB01206,DB06813,0
-0.57,DB01206,DB06813,0
-5.14,DB01206,DB06813,0
-1.17,DB01206,DB06813,0
-4.59,DB01206,DB06813,0
-2.31,DB01206,DB06813,0
-4.33,DB01206,DB06813,0
-0.72,DB01206,DB06813,0
-5.61,DB01206,DB06813,0
-17.18,DB01206,DB06813,0
-4.53,DB01206,DB06813,0
-10.16,DB01206,DB06813,0
-0.44,DB01206,DB06813,0
-4.76,DB01206,DB06813,0
-1.08,DB01206,DB06813,0
-3.45,DB01206,DB06813,0
-11.77,DB01206,DB06813,0
-5.36,DB01206,DB06813,0
-8.71,DB01206,DB06813,0
-5.61,DB01206,DB06813,0
-2.36,DB01206,DB06813,0
2.41,DB01206,DB06813,0
-6.72,DB01206,DB06813,0
-1.11,DB01206,DB06813,0
-9.44,DB01206,DB06813,0
-6.7,DB01206,DB06813,0
-4.35,DB01206,DB06813,0
-4.35,DB01206,DB06813,0
-3.57,DB01206,DB06813,0
-11.38,DB01206,DB06813,0
-6.93,DB01206,DB06813,0
-7.98,DB01206,DB06813,0
-5.04,DB00317,DB00987,0
-5.7,DB00317,DB00987,0
-6.98,DB00317,DB00987,0
-6.35,DB00317,DB00987,0
6.27,DB00317,DB00987,0
-6.31,DB00317,DB00987,0
-5.47,DB00317,DB00987,0
-6.11,DB00317,DB00987,0
-9.73,DB00317,DB00987,0
-4.6,DB00317,DB00987,0
-3.27,DB00317,DB00987,0
-4.46,DB00317,DB00987,0
-4.42,DB00317,DB00987,0
-8.01,DB00317,DB00987,0
-12.36,DB00317,DB00987,0
-4.91,DB00317,DB00987,0
-6.84,DB00317,DB00987,0
-3.65,DB00317,DB00987,0
-2.0,DB00317,DB00987,0
-0.22,DB00317,DB00987,0
-0.2,DB00317,DB00987,0
-8.26,DB00317,DB00987,0
1.09,DB00317,DB00987,0
-0.64,DB00317,DB00987,0
-4.03,DB00317,DB00987,0
8.36,DB00317,DB00987,0
-4.04,DB00317,DB00987,0
-2.37,DB00317,DB00987,0
-0.71,DB00317,DB00987,0
3.03,DB00317,DB00987,0
-3.99,DB00317,DB00987,0
-0.9,DB00317,DB00987,0
-10.26,DB00317,DB00987,0
-12.14,DB00317,DB00987,0
-12.55,DB00317,DB00987,0
1.59,DB00317,DB00987,0
-1.51,DB00317,DB00987,0
-8.45,DB00317,DB00987,0
4.1,DB00317,DB00987,0
2.41,DB00317,DB00987,0
-1.21,DB00317,DB00987,0
-2.51,DB00317,DB00987,0
-13.92,DB00351,DB06813,0
-8.27,DB00351,DB06813,0
0.58,DB00351,DB06813,0
0.75,DB00351,DB06813,0
-6.03,DB00351,DB06813,0
-0.85,DB00351,DB06813,0
-3.4,DB00351,DB06813,0
-3.22,DB00351,DB06813,0
-10.53,DB00351,DB06813,0
1.44,DB00351,DB06813,0
0.15,DB00351,DB06813,0
-0.07,DB00351,DB06813,0
-0.3,DB00351,DB06813,0
1.81,DB00351,DB06813,0
2.7,DB00351,DB06813,0
0.32,DB00351,DB06813,0
-1.77,DB00351,DB06813,0
0.5,DB00351,DB06813,0
0.95,DB00351,DB06813,0
-12.37,DB00351,DB06813,0
-1.18,DB00351,DB06813,0
-10.81,DB00351,DB06813,0
2.28,DB00351,DB06813,0
